date,Rain
1936-01-01,0.65
1936-02-01,0.68
1936-03-01,0.63
1936-04-01,2.41
1936-05-01,2.99
1936-06-01,1.58
1936-07-01,0.16
1936-08-01,2.49
1936-09-01,0.12
1936-10-01,0.07
1936-11-01,0
1936-12-01,1.7
1937-01-01,0.99
1937-02-01,0.2
1937-03-01,0.67
1937-04-01,1.43
1937-05-01,1.32
1937-06-01,2.85
1937-07-01,2.1
1937-08-01,2.42
1937-09-01,4.65
1937-10-01,1.2
1937-11-01,0
1937-12-01,0.8
1938-01-01,0
1938-02-01,0.43
1938-03-01,1.17
1938-04-01,4.97
1938-05-01,3.23
1938-06-01,1.4
1938-07-01,3.33
1938-08-01,1.41
1938-09-01,2.4
1938-10-01,0
1938-11-01,0.26
1938-12-01,0.27
1939-01-01,1.02
1939-02-01,1.24
1939-03-01,3.53
1939-04-01,1.14
1939-05-01,3.62
1939-06-01,3.56
1939-07-01,0.6
1939-08-01,0.9
1939-09-01,0.21
1939-10-01,1.51
1939-11-01,0
1939-12-01,0.62
1940-01-01,0.51
1940-02-01,0.02
1940-03-01,1.23
1940-04-01,2.44
1940-05-01,0.9
1940-06-01,2.11
1940-07-01,1.77
1940-08-01,1.26
1940-09-01,0.66
1940-10-01,1.42
1940-11-01,1.11
1940-12-01,0.92
1941-01-01,0.76
1941-02-01,0.88
1941-03-01,1.45
1941-04-01,2.82
1941-05-01,2.69
1941-06-01,4.27
1941-07-01,2.71
1941-08-01,2.09
1941-09-01,3.08
1941-10-01,2.43
1941-11-01,0.21
1941-12-01,0.7
1942-01-01,0.21
1942-02-01,1.49
1942-03-01,1.07
1942-04-01,4.99
1942-05-01,6.95
1942-06-01,3.14
1942-07-01,0.78
1942-08-01,1.46
1942-09-01,1.69
1942-10-01,1.1
1942-11-01,0.45
1942-12-01,0.14
1943-01-01,0.02
1943-02-01,0.1
1943-03-01,0.69
1943-04-01,2.16
1943-05-01,1.77
1943-06-01,2.41
1943-07-01,3.57
1943-08-01,0.89
1943-09-01,0.12
1943-10-01,0.87
1943-11-01,0.24
1943-12-01,0.15
1944-01-01,1.08
1944-02-01,0.34
1944-03-01,0.73
1944-04-01,1.34
1944-05-01,1.9
1944-06-01,3.97
1944-07-01,5.01
1944-08-01,2.37
1944-09-01,1.05
1944-10-01,0.23
1944-11-01,1.77
1944-12-01,0.18
1945-01-01,0.15
1945-02-01,0.24
1945-03-01,0.53
1945-04-01,1.64
1945-05-01,1.34
1945-06-01,3.5
1945-07-01,3.39
1945-08-01,3.73
1945-09-01,2.66
1945-10-01,0.49
1945-11-01,0.3
1945-12-01,0.36
1946-01-01,0.08
1946-02-01,0.18
1946-03-01,1.64
1946-04-01,1.09
1946-05-01,4.58
1946-06-01,1.77
1946-07-01,1.5
1946-08-01,2.58
1946-09-01,2.77
1946-10-01,2.48
1946-11-01,0.84
1946-12-01,0.06
1947-01-01,0.59
1947-02-01,0.04
1947-03-01,0.03
1947-04-01,1.6
1947-05-01,1.65
1947-06-01,6.24
1947-07-01,1
1947-08-01,0.84
1947-09-01,2
1947-10-01,0.61
1947-11-01,0.81
1947-12-01,0.31
1948-01-01,0.26
1948-02-01,0.11
1948-03-01,0.54
1948-04-01,0.66
1948-05-01,1.41
1948-06-01,3.78
1948-07-01,1.58
1948-08-01,2.27
1948-09-01,1.13
1948-10-01,0.99
1948-11-01,0.16
1948-12-01,0.49
1949-01-01,0.31
1949-02-01,0.01
1949-03-01,0.96
1949-04-01,0.42
1949-05-01,4.2
1949-06-01,3.9
1949-07-01,2.81
1949-08-01,2.09
1949-09-01,1.23
1949-10-01,2.9
1949-11-01,0
1949-12-01,0.17
1950-01-01,0.28
1950-02-01,0.21
1950-03-01,0.44
1950-04-01,0.27
1950-05-01,1.6
1950-06-01,1.04
1950-07-01,4.89
1950-08-01,3.76
1950-09-01,1.8
1950-10-01,0.3
1950-11-01,0.27
1950-12-01,0.03
1951-01-01,0.02
1951-02-01,0
1951-03-01,0.26
1951-04-01,0.86
1951-05-01,3.39
1951-06-01,6.58
1951-07-01,5.66
1951-08-01,1.88
1951-09-01,2.33
1951-10-01,1.52
1951-11-01,0.26
1951-12-01,0.47
1952-01-01,0.35
1952-02-01,0.49
1952-03-01,0.48
1952-04-01,0.68
1952-05-01,3.97
1952-06-01,1.28
1952-07-01,1.15
1952-08-01,0.78
1952-09-01,0.78
1952-10-01,0.3
1952-11-01,0.56
1952-12-01,0.11
1953-01-01,0.16
1953-02-01,0.41
1953-03-01,0.37
1953-04-01,2.77
1953-05-01,1.42
1953-06-01,2.88
1953-07-01,4.33
1953-08-01,1.69
1953-09-01,0
1953-10-01,1.47
1953-11-01,0.71
1953-12-01,0.13
1954-01-01,0
1954-02-01,0
1954-03-01,0.61
1954-04-01,0.88
1954-05-01,3.16
1954-06-01,4.37
1954-07-01,0.84
1954-08-01,3.08
1954-09-01,2.61
1954-10-01,0.79
1954-11-01,0.11
1954-12-01,0.2
1955-01-01,0.37
1955-02-01,0.41
1955-03-01,0.06
1955-04-01,0.29
1955-05-01,6.43
1955-06-01,2.92
1955-07-01,2.49
1955-08-01,1.63
1955-09-01,1.58
1955-10-01,0.64
1955-11-01,1.03
1955-12-01,0.21
1956-01-01,0.14
1956-02-01,0.17
1956-03-01,0.08
1956-04-01,1.19
1956-05-01,1.73
1956-06-01,3.31
1956-07-01,3.63
1956-08-01,2.97
1956-09-01,0.04
1956-10-01,0.67
1956-11-01,0.69
1956-12-01,0.22
1957-01-01,0.21
1957-02-01,0.18
1957-03-01,0.42
1957-04-01,2.04
1957-05-01,6.3
1957-06-01,3.87
1957-07-01,2.88
1957-08-01,1.7
1957-09-01,1.48
1957-10-01,3.3
1957-11-01,0.19
1957-12-01,0.19
1958-01-01,0.09
1958-02-01,0.19
1958-03-01,0.8
1958-04-01,2.08
1958-05-01,3
1958-06-01,4.46
1958-07-01,7.14
1958-08-01,1.71
1958-09-01,0.76
1958-10-01,0.39
1958-11-01,0.18
1958-12-01,0.34
1959-01-01,0.41
1959-02-01,0.32
1959-03-01,0.66
1959-04-01,0.24
1959-05-01,3.61
1959-06-01,4.61
1959-07-01,1.92
1959-08-01,2.37
1959-09-01,1.91
1959-10-01,1.41
1959-11-01,0.02
1959-12-01,0.01
1960-01-01,0.31
1960-02-01,1.51
1960-03-01,0.42
1960-04-01,2.97
1960-05-01,3.49
1960-06-01,1.7
1960-07-01,1.84
1960-08-01,2.31
1960-09-01,1.1
1960-10-01,1.31
1960-11-01,0.23
1960-12-01,0.31
1961-01-01,0
1961-02-01,0.46
1961-03-01,1.12
1961-04-01,1.83
1961-05-01,5.49
1961-06-01,1.06
1961-07-01,4.31
1961-08-01,1.23
1961-09-01,2.95
1961-10-01,0.7
1961-11-01,0.22
1961-12-01,0.09
1962-01-01,0.05
1962-02-01,0.15
1962-03-01,0.63
1962-04-01,0.72
1962-05-01,5.94
1962-06-01,6.97
1962-07-01,4.13
1962-08-01,0.42
1962-09-01,1.93
1962-10-01,1.23
1962-11-01,0.09
1962-12-01,0.37
1963-01-01,0.68
1963-02-01,0.23
1963-03-01,0.67
1963-04-01,0.76
1963-05-01,0.7
1963-06-01,4.14
1963-07-01,2.23
1963-08-01,4.21
1963-09-01,5.03
1963-10-01,1.14
1963-11-01,0.3
1963-12-01,0.36
1964-01-01,0
1964-02-01,0.29
1964-03-01,0.45
1964-04-01,2.94
1964-05-01,3.16
1964-06-01,4.06
1964-07-01,2.49
1964-08-01,0.76
1964-09-01,2.3
1964-10-01,0.03
1964-11-01,0.17
1964-12-01,0.18
1965-01-01,0.58
1965-02-01,0.26
1965-03-01,0.21
1965-04-01,1.18
1965-05-01,3.11
1965-06-01,5.49
1965-07-01,6.77
1965-08-01,1.82
1965-09-01,3.4
1965-10-01,1.16
1965-11-01,0.1
1965-12-01,0.64
1966-01-01,0.37
1966-02-01,0.12
1966-03-01,1.34
1966-04-01,0.69
1966-05-01,0.8
1966-06-01,4.9
1966-07-01,4.25
1966-08-01,1.99
1966-09-01,2.71
1966-10-01,0.12
1966-11-01,0.1
1966-12-01,0.23
1967-01-01,0.13
1967-02-01,0.01
1967-03-01,0.21
1967-04-01,1.16
1967-05-01,3.88
1967-06-01,6.64
1967-07-01,4.11
1967-08-01,1.3
1967-09-01,0.52
1967-10-01,0.36
1967-11-01,0.33
1967-12-01,0.64
1968-01-01,0
1968-02-01,0.35
1968-03-01,0.28
1968-04-01,1.13
1968-05-01,2.86
1968-06-01,1.67
1968-07-01,2.47
1968-08-01,6.54
1968-09-01,0.27
1968-10-01,0.54
1968-11-01,1.39
1968-12-01,0.48
1969-01-01,0.56
1969-02-01,0.3
1969-03-01,0.21
1969-04-01,1.14
1969-05-01,4.12
1969-06-01,2.98
1969-07-01,6.81
1969-08-01,1.32
1969-09-01,0.88
1969-10-01,2.15
1969-11-01,0.17
1969-12-01,0.07
1970-01-01,0.52
1970-02-01,0
1970-03-01,0.6
1970-04-01,2.02
1970-05-01,0.97
1970-06-01,3.82
1970-07-01,3.25
1970-08-01,0.51
1970-09-01,0.83
1970-10-01,0.58
1970-11-01,0.36
1970-12-01,0.29
1971-01-01,0.09
1971-02-01,0.31
1971-03-01,1
1971-04-01,3.21
1971-05-01,4.51
1971-06-01,1.97
1971-07-01,3.13
1971-08-01,2.56
1971-09-01,2.91
1971-10-01,1.65
1971-11-01,0.45
1971-12-01,0.3
1972-01-01,0.31
1972-02-01,0.01
1972-03-01,0.25
1972-04-01,1.91
1972-05-01,2.7
1972-06-01,3.57
1972-07-01,4.14
1972-08-01,0.51
1972-09-01,1.81
1972-10-01,0.63
1972-11-01,2.4
1972-12-01,0.45
1973-01-01,0.67
1973-02-01,0.05
1973-03-01,1.6
1973-04-01,1.49
1973-05-01,4.03
1973-06-01,2.44
1973-07-01,2.7
1973-08-01,1.55
1973-09-01,6.24
1973-10-01,1.59
1973-11-01,0.65
1973-12-01,1.59
1974-01-01,0.31
1974-02-01,0.26
1974-03-01,0.59
1974-04-01,1.62
1974-05-01,1.24
1974-06-01,3.75
1974-07-01,0.91
1974-08-01,2.15
1974-09-01,0.6
1974-10-01,0.4
1974-11-01,0
1974-12-01,0.12
1975-01-01,0.14
1975-02-01,0.2
1975-03-01,1.89
1975-04-01,1
1975-05-01,4.98
1975-06-01,2.78
1975-07-01,1.3
1975-08-01,2.6
1975-09-01,0.34
1975-10-01,0.27
1975-11-01,1.15
1975-12-01,0.18
1976-01-01,1.33
1976-02-01,0.2
1976-03-01,0.33
1976-04-01,3.29
1976-05-01,2.59
1976-06-01,1.01
1976-07-01,1.95
1976-08-01,1.41
1976-09-01,0.96
1976-10-01,1.23
1976-11-01,0.07
1976-12-01,0.3
1977-01-01,0.16
1977-02-01,0.21
1977-03-01,2.4
1977-04-01,3.82
1977-05-01,4.09
1977-06-01,4.34
1977-07-01,1.87
1977-08-01,3.31
1977-09-01,0.21
1977-10-01,0.4
1977-11-01,0.48
1977-12-01,0.18
1978-01-01,0.54
1978-02-01,1.13
1978-03-01,0.05
1978-04-01,1.86
1978-05-01,2.69
1978-06-01,1.41
1978-07-01,3.3
1978-08-01,2.93
1978-09-01,0.09
1978-10-01,0.36
1978-11-01,0.72
1978-12-01,1.15
1979-01-01,0.73
1979-02-01,0
1979-03-01,1.42
1979-04-01,2.22
1979-05-01,2.67
1979-06-01,3.32
1979-07-01,5.57
1979-08-01,1.81
1979-09-01,1.14
1979-10-01,0.97
1979-11-01,1.48
1979-12-01,0.05
1980-01-01,0.23
1980-02-01,0.85
1980-03-01,3.52
1980-04-01,1.86
1980-05-01,1.91
1980-06-01,3.32
1980-07-01,0.75
1980-08-01,3
1980-09-01,0.61
1980-10-01,0.23
1980-11-01,0.13
1980-12-01,0.04
1981-01-01,0.45
1981-02-01,0.2
1981-03-01,1.02
1981-04-01,1.65
1981-05-01,6.65
1981-06-01,1.95
1981-07-01,6.67
1981-08-01,1.59
1981-09-01,0.72
1981-10-01,1.79
1981-11-01,0.2
1981-12-01,0.5
1982-01-01,0.24
1982-02-01,0.13
1982-03-01,1.01
1982-04-01,1.47
1982-05-01,3.96
1982-06-01,2.01
1982-07-01,2.48
1982-08-01,1.29
1982-09-01,1.66
1982-10-01,0.91
1982-11-01,0.8
1982-12-01,0.36
1983-01-01,0.12
1983-02-01,0.07
1983-03-01,1.36
1983-04-01,0.88
1983-05-01,4.85
1983-06-01,5.21
1983-07-01,3.68
1983-08-01,1.65
1983-09-01,0.51
1983-10-01,0.71
1983-11-01,0.95
1983-12-01,0.55
1984-01-01,0.16
1984-02-01,0.28
1984-03-01,0.26
1984-04-01,2.81
1984-05-01,2.56
1984-06-01,1.55
1984-07-01,2.24
1984-08-01,1.54
1984-09-01,0.43
1984-10-01,1.23
1984-11-01,0.65
1984-12-01,0.75
1985-01-01,0.18
1985-02-01,0.07
1985-03-01,0.23
1985-04-01,1.41
1985-05-01,4.65
1985-06-01,0.98
1985-07-01,2.55
1985-08-01,2.67
1985-09-01,3.09
1985-10-01,0.56
1985-11-01,0.52
1985-12-01,0.79
1986-01-01,0
1986-02-01,1.1
1986-03-01,0.78
1986-04-01,3.45
1986-05-01,2.28
1986-06-01,2.63
1986-07-01,2
1986-08-01,1.56
1986-09-01,3.54
1986-10-01,1.29
1986-11-01,0.17
1986-12-01,0.14
1987-01-01,0
1987-02-01,1.79
1987-03-01,1.55
1987-04-01,0.7
1987-05-01,4.5
1987-06-01,3.14
1987-07-01,3.16
1987-08-01,2.95
1987-09-01,1.22
1987-10-01,0.68
1987-11-01,1.76
1987-12-01,1.28
1988-01-01,0.89
1988-02-01,0.11
1988-03-01,0.25
1988-04-01,2.37
1988-05-01,6.59
1988-06-01,1.43
1988-07-01,4.59
1988-08-01,1.85
1988-09-01,1.42
1988-10-01,0.32
1988-11-01,0.21
1988-12-01,0
1989-01-01,0.06
1989-02-01,0.56
1989-03-01,0.58
1989-04-01,0.1
1989-05-01,0.83
1989-06-01,1.08
1989-07-01,0.7
1989-08-01,2.21
1989-09-01,3.27
1989-10-01,0
1989-11-01,0
1989-12-01,0.25
1990-01-01,0.36
1990-02-01,0.06
1990-03-01,3.27
1990-04-01,1.54
1990-05-01,5.45
1990-06-01,2.07
1990-07-01,2.59
1990-08-01,1.86
1990-09-01,1.4
1990-10-01,0.63
1990-11-01,1.4
1990-12-01,0.12
1991-01-01,0.09
1991-02-01,0.38
1991-03-01,1
1991-04-01,0.59
1991-05-01,3.84
1991-06-01,2.69
1991-07-01,3.5
1991-08-01,1.58
1991-09-01,1.08
1991-10-01,1.16
1991-11-01,1.26
1991-12-01,0.12
1992-01-01,0.8
1992-02-01,0.7
1992-03-01,3.34
1992-04-01,0
1992-05-01,0.98
1992-06-01,4.28
1992-07-01,4.67
1992-08-01,2.43
1992-09-01,1.29
1992-10-01,1.02
1992-11-01,0.26
1992-12-01,0.12
1993-01-01,0.66
1993-02-01,1.32
1993-03-01,2.07
1993-04-01,2.18
1993-05-01,2.52
1993-06-01,4.35
1993-07-01,7.52
1993-08-01,2.8
1993-09-01,1.31
1993-10-01,1.88
1993-11-01,1.11
1993-12-01,0.25
1994-01-01,0.84
1994-02-01,0.36
1994-03-01,0.29
1994-04-01,1.11
1994-05-01,1.13
1994-06-01,2.62
1994-07-01,6.54
1994-08-01,0.42
1994-09-01,0.96
1994-10-01,4.17
1994-11-01,0.53
1994-12-01,0.59
1995-01-01,0.35
1995-02-01,0.17
1995-03-01,1.23
1995-04-01,2.85
1995-05-01,5.15
1995-06-01,3.15
1995-07-01,3.25
1995-08-01,1.7
1995-09-01,1.65
1995-10-01,2.22
1995-11-01,0.1
1995-12-01,0
1996-01-01,0.06
1996-02-01,0
1996-03-01,0.24
1996-04-01,0.85
1996-05-01,4
1996-06-01,1.75
1996-07-01,1.04
1996-08-01,3.75
1996-09-01,3.66
1996-10-01,1.15
1996-11-01,0.43
1996-12-01,0.1
1997-01-01,0
1997-02-01,0.37
1997-03-01,0.09
1997-04-01,0.85
1997-05-01,1.73
1997-06-01,2.53
1997-07-01,1.39
1997-08-01,2.2
1997-09-01,2.88
1997-10-01,2.15
1997-11-01,0.01
1997-12-01,0.5
1998-01-01,0.3
1998-02-01,0.2
1998-03-01,1.07
1998-04-01,0.86
1998-05-01,5
1998-06-01,3.39
1998-07-01,3.91
1998-08-01,1.55
1998-09-01,0.66
1998-10-01,2.4
1998-11-01,2.13
1998-12-01,0.03
1999-01-01,0.06
1999-02-01,0.25
1999-03-01,0.6
1999-04-01,4.88
1999-05-01,1.9
1999-06-01,3
1999-07-01,2.28
1999-08-01,3.08
1999-09-01,1.85
1999-10-01,0
1999-11-01,0.25
1999-12-01,0
2000-01-01,0.34
2000-02-01,0.37
2000-03-01,1.75
2000-04-01,0.5
2000-05-01,3.1
2000-06-01,1.51
2000-07-01,1.33
2000-08-01,0.54
2000-09-01,1.79
2000-10-01,3.7
2000-11-01,0.32
2000-12-01,0.04
2001-01-01,0.37
2001-02-01,0.27
2001-03-01,0.23
2001-04-01,3.45
2001-05-01,2.44
2001-06-01,1.27
2001-07-01,5.38
2001-08-01,2.07
2001-09-01,4.97
2001-10-01,0.52
2001-11-01,0.93
2001-12-01,0
2002-01-01,0.14
2002-02-01,0
2002-03-01,0.46
2002-04-01,1.62
2002-05-01,0.72
2002-06-01,0.94
2002-07-01,2.01
2002-08-01,3.56
2002-09-01,1.22
2002-10-01,1.23
2002-11-01,0.05
2002-12-01,0.13
2003-01-01,0.3
2003-02-01,0.59
2003-03-01,0.9
2003-04-01,2.03
2003-05-01,3.47
2003-06-01,2.77
2003-07-01,3.17
2003-08-01,0.69
2003-09-01,0.69
2003-10-01,0.59
2003-11-01,0.27
2003-12-01,0.1
2004-01-01,0.16
2004-02-01,0.42
2004-03-01,1.23
2004-04-01,2.99
2004-05-01,1.74
2004-06-01,3.35
2004-07-01,4.81
2004-08-01,1.18
2004-09-01,3.36
2004-10-01,1.64
2004-11-01,0.65
2004-12-01,0.02
2005-01-01,0.47
2005-02-01,0.22
2005-03-01,0.85
2005-04-01,2.77
2005-05-01,1.48
2005-06-01,7.18
2005-07-01,1.5
2005-08-01,3.39
2005-09-01,0.1
2005-10-01,1.36
2005-11-01,0.33
2005-12-01,0.44
2006-01-01,0.5
2006-02-01,0.32
2006-03-01,1.18
2006-04-01,1.72
2006-05-01,0.78
2006-06-01,3.4
2006-07-01,1.49
2006-08-01,3.04
2006-09-01,2.91
2006-10-01,0.81
2006-11-01,0
2006-12-01,1.2
2007-01-01,0.48
2007-02-01,0.41
2007-03-01,2.46
2007-04-01,3.96
2007-05-01,4.15
2007-06-01,4.17
2007-07-01,3.35
2007-08-01,4.63
2007-09-01,1
2007-10-01,1.68
2007-11-01,0.03
2007-12-01,0.85
2008-01-01,0.01
2008-02-01,0
2008-03-01,0.25
2008-04-01,3.17
2008-05-01,4.65
2008-06-01,2.42
2008-07-01,2.39
2008-08-01,1.38
2008-09-01,2.74
2008-10-01,1.96
2008-11-01,0.5
2008-12-01,0.13
2009-01-01,0.8
2009-02-01,1
2009-03-01,0.83
2009-04-01,3.97
2009-05-01,3.12
2009-06-01,6.78
2009-07-01,4.26
2009-08-01,3.46
2009-09-01,2.25
2009-10-01,1.5
2009-11-01,0.09
2009-12-01,0.5
