date,, spi3, spi6,,1,3,6
3/1/1985,-1.05,-1.4,-0.23,-1.05,-1.047202261,-1.399120778,-0.228667034
4/1/1985,-0.16,-0.9,-0.44,-0.16,-0.159275382,-0.895843169,-0.436415039
5/1/1985,0.93,0.29,0.24,0.93,0.930152495,0.28692709,0.24291763
6/1/1985,-1.82,-0.34,-0.75,-1.82,-1.818463566,-0.343549606,-0.750634114
7/1/1985,-0.1,-0.3,-0.7,-0.1,-0.100735525,-0.300747524,-0.701952692
8/1/1985,0.65,-0.78,-0.46,0.65,0.652113963,-0.778935411,-0.460423999
9/1/1985,1.04,0.66,0.16,1.04,1.039687873,0.660459642,0.158360663
10/1/1985,-0.54,0.79,0.12,-0.54,-0.538539845,0.788840576,0.122846678
11/1/1985,0.35,0.61,-0.34,0.35,0.346860092,0.607076748,-0.335643465
12/1/1985,1.24,0.08,0.56,1.24,1.238267694,0.083615916,0.557986093
1/1/1986,-1.24,0.34,0.82,-1.24,-1.23679973,0.341164067,0.824469794
2/1/1986,1.64,1.18,0.99,1.64,1.639013965,1.180942235,0.993361735
3/1/1986,0.09,0.43,0.22,0.09,0.085779278,0.433712811,0.222632485
4/1/1986,1.26,1.31,1.18,1.26,1.261867088,1.307212998,1.179846463
5/1/1986,-0.37,0.37,0.64,-0.37,-0.365307831,0.374797517,0.641681385
6/1/1986,-0.2,0.18,0.25,-0.2,-0.200821628,0.181380479,0.247546108
7/1/1986,-0.46,-0.77,0.01,-0.46,-0.463274454,-0.774105238,0.012348285
8/1/1986,-0.36,-0.78,-0.39,-0.36,-0.360174207,-0.783513609,-0.393913884
9/1/1986,1.24,0.2,0.19,1.24,1.242598875,0.197857555,0.189513983
10/1/1986,0.41,0.82,-0.23,0.41,0.414519586,0.819908715,-0.225230764
11/1/1986,-0.51,0.99,-0.07,-0.51,-0.511804411,0.992713343,-0.068163253
12/1/1986,-0.51,-0.18,0.03,-0.51,-0.512206454,-0.17658166,0.029957012
1/1/1987,-1.24,-1.57,0.39,-1.24,-1.23679973,-1.573615891,0.393089113
2/1/1987,2.44,1.22,1.39,2.44,2.444028474,1.219506535,1.386086929
3/1/1987,0.94,1.49,0.94,0.94,0.940026133,1.486355857,0.942882447
4/1/1987,-1,0.69,0.16,-1,-0.997834345,0.68966819,0.160484857
5/1/1987,0.86,0.47,0.74,0.86,0.863307361,0.468479036,0.736773391
6/1/1987,0.14,0.17,0.71,0.14,0.144334598,0.173853876,0.705517234
7/1/1987,0.24,0.54,0.7,0.24,0.243218911,0.536882291,0.702677975
8/1/1987,0.86,0.43,0.57,0.86,0.861398004,0.431218961,0.565180878
9/1/1987,-0.11,0.29,0.25,-0.11,-0.110209505,0.289526427,0.24860143
10/1/1987,-0.34,0.08,0.44,-0.34,-0.34374933,0.076909324,0.439290887
11/1/1987,1.87,0.34,0.45,1.87,1.868672896,0.344640958,0.45293925
12/1/1987,1.97,1.41,0.85,1.97,1.973978773,1.414158919,0.845379592
1/1/1988,1.49,2.56,1.31,1.49,1.488610763,2.560362147,1.312764948
2/1/1988,-0.58,1.54,0.94,-0.58,-0.58196524,1.537190972,0.936379083
3/1/1988,-0.98,-0.2,0.96,-0.98,-0.981271504,-0.195866434,0.959493932
4/1/1988,0.61,-0.09,1.19,0.61,0.609307568,-0.087706025,1.187650017
5/1/1988,1.69,1.32,1.6,1.69,1.691892301,1.323119515,1.596197208
6/1/1988,-1.25,0.89,0.69,-1.25,-1.25361304,0.891562128,0.693308447
7/1/1988,0.91,1.04,0.83,0.91,0.906071282,1.040262462,0.82620682
8/1/1988,-0.06,-0.08,0.85,-0.06,-0.058256417,-0.076351144,0.850661628
9/1/1988,0.05,0.49,0.94,0.05,0.052996838,0.493885498,0.936046389
10/1/1988,-1.01,-0.66,0.59,-1.01,-1.012397479,-0.6592807,0.585342475
11/1/1988,-0.38,-0.77,-0.52,-0.38,-0.380604686,-0.774184542,-0.523364317
12/1/1988,-1.61,-1.71,-0.09,-1.61,-1.607098986,-1.711214535,-0.087867547
1/1/1989,-0.93,-1.72,-1.24,-0.93,-0.930192894,-1.719852269,-1.242979169
2/1/1989,0.76,-0.52,-1.14,0.76,0.758046248,-0.515169199,-1.136249101
3/1/1989,-0.23,-0.25,-1.48,-0.23,-0.226566974,-0.254409964,-1.484355076
4/1/1989,-2.14,-1.39,-1.86,-2.14,-2.140467036,-1.388947167,-1.856070371
5/1/1989,-1.78,-2.64,-2.56,-1.78,-1.776769634,-2.642967704,-2.561280374
6/1/1989,-1.68,-3.45,-3.06,-1.68,-1.678794194,-3.447743694,-3.05986053
7/1/1989,-1.77,-3.08,-3.36,-1.77,-1.766421546,-3.081704027,-3.359963218
8/1/1989,0.27,-1.95,-3.34,0.27,0.274726404,-1.947837463,-3.34066431
9/1/1989,1.12,-0.19,-2.32,1.12,1.122943529,-0.189556807,-2.322432055
10/1/1989,-1.74,0.4,-2.06,-1.74,-1.744836315,0.397151529,-2.055326464
11/1/1989,-1.31,0.13,-1.51,-1.31,-1.313178534,0.127345147,-1.507171316
12/1/1989,-0.05,-2.53,-0.91,-0.05,-0.048536727,-2.525694577,-0.912834068
1/1/1990,0.31,-0.77,0.09,0.31,0.309990559,-0.774320303,0.088574645
2/1/1990,-0.87,-0.42,-0.15,-0.87,-0.866874818,-0.415920761,-0.149658808
3/1/1990,2.15,1.69,0.35,2.15,2.145365325,1.692292734,0.346756875
4/1/1990,-0.04,1.1,0.7,-0.04,-0.038485771,1.099362387,0.698388383
5/1/1990,1.27,1.64,1.44,1.27,1.265046849,1.642664918,1.436795091
6/1/1990,-0.64,0.44,1.02,-0.64,-0.637897168,0.437814935,1.022424084
7/1/1990,-0.08,0.33,0.74,-0.08,-0.076577628,0.33049084,0.73753725
8/1/1990,-0.05,-0.64,0.77,-0.05,-0.048450374,-0.635028512,0.772577125
9/1/1990,0.04,-0.34,0.03,0.04,0.037393292,-0.338147662,0.032330958
10/1/1990,-0.42,-0.47,-0.02,-0.42,-0.422242252,-0.469556342,-0.019695842
11/1/1990,1.52,0.22,-0.48,1.52,1.522950243,0.218434406,-0.478355145
12/1/1990,-0.62,0.33,-0.24,-0.62,-0.618495688,0.328308755,-0.240513439
1/1/1991,-0.76,0.69,-0.23,-0.76,-0.759369425,0.693343757,-0.225608959
2/1/1991,0.35,-0.58,-0.1,0.35,0.350464281,-0.577444241,-0.099947164
3/1/1991,0.37,0.04,0.14,0.37,0.371856459,0.044002357,0.135338631
4/1/1991,-1.17,-0.66,-0.26,-1.17,-1.171157684,-0.663403422,-0.261332743
5/1/1991,0.55,-0.08,-0.27,0.55,0.550628848,-0.077100304,-0.265548645
6/1/1991,-0.16,-0.31,-0.33,-0.16,-0.157955522,-0.309891136,-0.332359247
7/1/1991,0.42,0.31,-0.06,0.42,0.416206533,0.305975905,-0.055970934
8/1/1991,-0.34,-0.12,-0.24,-0.34,-0.338160041,-0.115347912,-0.238556953
9/1/1991,-0.24,-0.2,-0.46,-0.24,-0.235584498,-0.198403857,-0.457906813
10/1/1991,0.28,-0.51,-0.06,0.28,0.275436467,-0.512900531,-0.063114598
11/1/1991,1.37,0.26,-0.04,1.37,1.374350388,0.257415057,-0.042813109
12/1/1991,-0.62,0.64,0.03,-0.62,-0.618495688,0.636576822,0.029957012
1/1/1992,1.33,1.26,0.04,1.33,1.325806907,1.259709696,0.042017474
2/1/1992,1.02,0.91,0.53,1.02,1.023117545,0.905902989,0.525337259
3/1/1992,2.18,2.29,2.13,2.18,2.184913083,2.293969353,2.125496037
4/1/1992,-2.21,0.69,1.01,-2.21,-2.211570226,0.68966819,1.012340395
5/1/1992,-1.57,-0.61,-0.3,-1.57,-1.571189679,-0.610450324,-0.299947551
6/1/1992,0.8,-1.17,0.2,0.8,0.800346976,-1.17176769,0.200846726
7/1/1992,0.94,0.28,0.48,0.94,0.938903337,0.275153712,0.481083183
8/1/1992,0.46,1.13,0.48,0.46,0.461033033,1.125772664,0.483655548
9/1/1992,-0.05,0.69,-0.34,-0.05,-0.051163418,0.689451867,-0.343088677
10/1/1992,0.11,0.02,0.17,0.11,0.11446329,0.018289058,0.170609132
11/1/1992,-0.23,-0.31,0.75,-0.23,-0.234022939,-0.310657812,0.746515774
12/1/1992,-0.62,-0.39,0.42,-0.62,-0.618495688,-0.389650454,0.423934926
1/1/1993,1.05,-0.02,-0.07,1.05,1.049463989,-0.024404663,-0.073741664
2/1/1993,1.92,1.38,0.28,1.92,1.921490828,1.377982592,0.281240224
3/1/1993,1.37,1.89,1.22,1.37,1.367109303,1.891757127,1.216858717
4/1/1993,0.48,1.41,1.17,0.48,0.475769878,1.411117922,1.168112654
5/1/1993,-0.2,0.48,0.8,-0.2,-0.201238611,0.476187209,0.800164906
6/1/1993,0.84,0.43,1.12,0.84,0.836697767,0.434243643,1.122293047
7/1/1993,1.93,1.49,1.86,1.93,1.930298889,1.491203353,1.859751737
8/1/1993,0.75,2.05,1.9,0.75,0.750970503,2.048499469,1.895968761
9/1/1993,-0.03,1.74,1.53,-0.03,-0.034694071,1.737902936,1.52744104
10/1/1993,0.96,0.64,1.6,0.96,0.955429701,0.639270252,1.601474742
11/1/1993,1.2,0.67,1.99,1.2,1.20380401,0.670584622,1.992171439
12/1/1993,-0.05,1.12,1.96,-0.05,-0.048536727,1.120302733,1.957333119
1/1/1994,1.4,1.28,1.07,1.4,1.39943075,1.277751342,1.067836503
2/1/1994,0.3,0.72,0.84,0.3,0.298570929,0.717251842,0.844603512
3/1/1994,-0.86,0.06,0.82,-0.86,-0.860388826,0.064564815,0.824722676
4/1/1994,-0.47,-0.85,-0.05,-0.47,-0.469380631,-0.849312468,-0.046177011
5/1/1994,-1.39,-1.72,-1.27,-1.39,-1.387570065,-1.72128478,-1.265889212
6/1/1994,-0.21,-1.38,-1.26,-0.21,-0.208031604,-1.383798379,-1.25761773
7/1/1994,1.62,0.39,-0.04,1.62,1.621452702,0.385193426,-0.041658538
8/1/1994,-2.24,0.55,-0.58,-2.24,-2.241952741,0.545223842,-0.582751172
9/1/1994,-0.35,0.52,-0.62,-0.35,-0.352153053,0.516448951,-0.616607254
10/1/1994,2.39,0.43,0.49,2.39,2.393720681,0.431230036,0.490117168
11/1/1994,0.37,1.27,1.09,0.37,0.365327515,1.270721485,1.091397316
12/1/1994,0.86,2.23,1.5,0.86,0.856469135,2.23463542,1.500084996
1/1/1995,0.28,0.53,0.55,0.28,0.280060262,0.534859686,0.545694678
2/1/1995,-0.31,0.29,1.32,-0.31,-0.311679402,0.291521971,1.316359207
3/1/1995,0.63,0.32,1.98,0.63,0.629394864,0.316774777,1.9774673
4/1/1995,0.92,0.8,0.8,0.92,0.918669167,0.798130534,0.803077202
5/1/1995,1.14,1.33,1.26,1.14,1.143413535,1.329419283,1.263049784
6/1/1995,0.15,1.13,1.07,0.15,0.15071614,1.133968342,1.065441694
7/1/1995,0.29,0.75,0.94,0.29,0.290151105,0.751688632,0.937545645
8/1/1995,-0.21,0.01,0.92,-0.21,-0.209968666,0.012036585,0.915047191
9/1/1995,0.22,-0.01,0.81,0.22,0.222957979,-0.008213435,0.808031267
10/1/1995,1.22,0.44,0.82,1.22,1.219907939,0.440915289,0.82257181
11/1/1995,-0.78,0.51,0.2,-0.78,-0.783882535,0.506801798,0.20439282
12/1/1995,-1.61,0.47,0.11,-1.61,-1.607098986,0.466827626,0.111915182
1/1/1996,-0.93,-2.23,-0.1,-0.93,-0.930192894,-2.231692724,-0.10047763
2/1/1996,-1.31,-2.73,-0.09,-1.31,-1.313178534,-2.731138349,-0.093781783
3/1/1996,-1.01,-1.88,-0.62,-1.01,-1.01372271,-1.884891528,-0.619483351
4/1/1996,-0.79,-1.57,-2.16,-0.79,-0.786150936,-1.574454022,-2.155547239
5/1/1996,0.63,-0.23,-0.66,0.63,0.629456843,-0.231756126,-0.658105306
6/1/1996,-0.93,-0.53,-1.01,-0.93,-0.925877906,-0.533533088,-1.011958656
7/1/1996,-1.32,-0.82,-1.41,-1.32,-1.318650241,-0.821830633,-1.412328414
8/1/1996,1.4,-0.63,-0.74,1.4,1.396308856,-0.626196353,-0.741074461
9/1/1996,1.29,0.71,0.07,1.29,1.293948874,0.711077749,0.072679112
10/1/1996,0.26,1.69,0.36,0.26,0.264347382,1.690044833,0.358218588
11/1/1996,0.17,1.1,0.12,0.17,0.170342814,1.096393829,0.116015837
12/1/1996,-0.74,-0.1,0.54,-0.74,-0.735459294,-0.09652508,0.540989202
1/1/1997,-1.24,-0.95,1.44,-1.24,-1.23679973,-0.952902621,1.43718381
2/1/1997,0.32,-0.85,0.83,0.32,0.324724045,-0.851660216,0.82503146
3/1/1997,-1.71,-1.45,-1.05,-1.71,-1.706644188,-1.445522119,-1.054790978
4/1/1997,-0.79,-1.31,-1.53,-0.79,-0.786150936,-1.307884981,-1.525774157
5/1/1997,-0.79,-1.62,-1.78,-0.79,-0.792709667,-1.617286545,-1.784566325
6/1/1997,-0.27,-1.25,-1.63,-0.27,-0.273794081,-1.249927561,-1.63257656
7/1/1997,-0.96,-1.31,-1.78,-0.96,-0.958976545,-1.307112634,-1.779813548
8/1/1997,0.27,-0.82,-1.78,0.27,0.265975565,-0.815703683,-1.782972775
9/1/1997,0.94,-0.06,-1.02,0.94,0.938594743,-0.063458171,-1.015554549
10/1/1997,1.17,1.18,-0.35,1.17,1.167618583,1.176557102,-0.352216273
11/1/1997,-1.26,1.01,-0.08,-1.26,-1.260329652,1.010212922,-0.07770268
12/1/1997,0.66,0.73,0.19,0.66,0.658268581,0.725153636,0.188960113
1/1/1998,0.12,-0.39,1,0.12,0.12281345,-0.390816568,1.003743063
2/1/1998,-0.2,0.14,0.98,-0.2,-0.19567705,0.135612486,0.983915918
3/1/1998,0.45,0.15,0.53,0.45,0.45401653,0.145049999,0.528912282
4/1/1998,-0.77,-0.53,-0.66,-0.77,-0.772897167,-0.530828248,-0.662525067
5/1/1998,1.08,0.54,0.48,1.08,1.080889319,0.537324449,0.477298181
6/1/1998,0.3,0.51,0.44,0.3,0.300071941,0.505187456,0.436748665
7/1/1998,0.61,0.96,0.6,0.61,0.610766838,0.957562788,0.599336161
8/1/1998,-0.37,0.29,0.51,-0.37,-0.371254574,0.289429837,0.505494079
9/1/1998,-0.69,-0.22,0.16,-0.69,-0.694891361,-0.216157901,0.16403534
10/1/1998,1.35,-0.05,0.77,1.35,1.349864578,-0.052153476,0.769171496
11/1/1998,2.18,1.08,0.77,2.18,2.183087965,1.075050052,0.771239464
12/1/1998,-1.28,1.88,0.73,-1.28,-1.28440758,1.875320788,0.725031544
1/1/1999,-0.93,1.3,0.46,-0.93,-0.930192894,1.295689097,0.455645352
2/1/1999,-0.02,-1.21,0.74,-0.02,-0.022379164,-1.212921808,0.735833064
3/1/1999,-0.19,-0.63,1.23,-0.19,-0.192222792,-0.632591949,1.227257755
4/1/1999,1.95,1.48,1.66,1.95,1.951030313,1.478811616,1.662175416
5/1/1999,-0.65,0.7,0.4,-0.65,-0.651571665,0.704480028,0.401793716
6/1/1999,0.05,0.69,0.39,0.05,0.053573261,0.688474498,0.394922986
7/1/1999,-0.27,-0.67,0.2,-0.27,-0.271094837,-0.668763283,0.198621719
8/1/1999,0.95,0.11,0.49,0.95,0.954194576,0.109986564,0.494583834
9/1/1999,0.36,0.24,0.61,0.36,0.358623587,0.241934695,0.608836316
10/1/1999,-1.74,0.12,-0.59,-1.74,-1.744836315,0.119009652,-0.592640604
11/1/1999,-0.26,-0.65,-0.31,-0.26,-0.262017998,-0.653567716,-0.305582452
12/1/1999,-1.61,-2.53,-0.46,-1.61,-1.607098986,-2.525694577,-0.460628539
1/1/2000,0.25,-0.82,-0.21,0.25,0.249650599,-0.817326583,-0.214584931
2/1/2000,0.32,-0.34,-0.94,0.32,0.324724045,-0.340190974,-0.940758841
3/1/2000,1.11,0.9,-0.54,1.11,1.113671492,0.899463492,-0.544137312
4/1/2000,-1.33,-0.16,-0.49,-1.33,-1.327025006,-0.163499526,-0.486577222
5/1/2000,0.16,-0.11,-0.25,0.16,0.155050175,-0.112870929,-0.248467486
6/1/2000,-1.17,-1.25,-0.73,-1.17,-1.167168016,-1.249927561,-0.730211211
7/1/2000,-1.02,-1.18,-1.16,-1.02,-1.015591211,-1.177682853,-1.159379184
8/1/2000,-1.93,-2.35,-1.81,-1.93,-1.931506634,-2.349534842,-1.807332801
9/1/2000,0.32,-1.51,-2.08,0.32,0.318967789,-1.509557662,-2.075238377
10/1/2000,2.15,0.66,-0.64,2.15,2.147922653,0.657681925,-0.637470022
11/1/2000,-0.08,1.33,-0.75,-0.08,-0.077536506,1.330967613,-0.747455407
12/1/2000,-1.19,1.61,-0.35,-1.19,-1.1867353,1.607998653,-0.353323278
1/1/2001,0.34,-0.54,0.42,0.34,0.339459752,-0.535240408,0.422058356
2/1/2001,0.04,-0.4,1.19,0.04,0.041282795,-0.396698401,1.19172937
3/1/2001,-1.05,-0.69,0.94,-1.05,-1.047202261,-0.691140304,0.937330713
4/1/2001,1.26,0.64,0.33,1.26,1.261867088,0.642060679,0.326148858
5/1/2001,-0.25,0.22,0.05,-0.25,-0.254677019,0.217650634,0.054310386
6/1/2001,-1.44,-0.29,-0.55,-1.44,-1.437430913,-0.293159674,-0.546511104
7/1/2001,1.22,0.01,0.23,1.22,1.215599418,0.008013524,0.23404843
8/1/2001,0.15,0.24,0.24,0.15,0.149775082,0.242457528,0.244210661
9/1/2001,1.8,1.96,1.27,1.8,1.797039209,1.964001006,1.265715251
10/1/2001,-0.61,1.31,0.7,-0.61,-0.608768082,1.309294885,0.702450935
11/1/2001,0.98,1.57,1.07,0.98,0.979871728,1.566251346,1.065362058
12/1/2001,-1.61,-0.33,1.69,-1.61,-1.607098986,-0.334500244,1.686088218
1/1/2002,-0.5,0.02,1.25,-0.5,-0.503711846,0.019090457,1.251536491
2/1/2002,-1.31,-2.06,1.22,-1.31,-1.313178534,-2.061934326,1.223207789
3/1/2002,-0.45,-1.15,-1.14,-0.45,-0.452463631,-1.147064292,-1.143790642
4/1/2002,0.03,-0.57,-0.52,0.03,0.032500856,-0.571492472,-0.52476752
5/1/2002,-1.95,-1.52,-1.92,-1.95,-1.945860155,-1.524133642,-1.922298069
6/1/2002,-1.88,-2.37,-2.59,-1.88,-1.877262753,-2.366378935,-2.594009705
7/1/2002,-0.46,-2.35,-2.32,-0.46,-0.456098651,-2.346042419,-2.319010923
8/1/2002,1.28,-0.64,-1.58,1.28,1.276462506,-0.639451547,-1.576514345
9/1/2002,-0.11,0.07,-1.56,-0.11,-0.110209505,0.071230041,-1.559785798
10/1/2002,0.35,0.65,-1.43,0.35,0.351458551,0.648486086,-1.427555668
11/1/2002,-1.03,-0.36,-0.81,-1.03,-1.027715591,-0.358809668,-0.813400374
12/1/2002,-0.56,-0.38,-0.16,-0.56,-0.564161613,-0.378512389,-0.161600088
1/1/2003,0.12,-1.07,0.29,0.12,0.12281345,-1.074541087,0.290351515
2/1/2003,0.82,0.16,-0.42,0.82,0.817926602,0.164769986,-0.422794712
3/1/2003,0.25,0.35,-0.16,0.25,0.24761985,0.353344634,-0.161595854
4/1/2003,0.36,0.4,-0.02,0.36,0.364975316,0.404264777,-0.024377029
5/1/2003,0.36,0.33,0.29,0.36,0.359745872,0.331107776,0.291576598
6/1/2003,-0.1,0.15,0.19,-0.1,-0.101819171,0.147419436,0.187427952
7/1/2003,0.25,0.11,0.2,0.25,0.248476499,0.111568744,0.204086787
8/1/2003,-1.61,-0.59,-0.29,-1.61,-1.608849643,-0.586678867,-0.290913288
9/1/2003,-0.66,-0.99,-0.6,-0.66,-0.656366109,-0.987009375,-0.60375669
10/1/2003,-0.49,-1.94,-0.83,-0.49,-0.487722188,-1.939823256,-0.830420788
11/1/2003,-0.21,-1.13,-1.13,-0.21,-0.206620347,-1.131351625,-1.129703479
12/1/2003,-0.74,-0.95,-1.36,-0.74,-0.735459294,-0.947069066,-1.360908905
1/1/2004,-0.41,-0.95,-2.35,-0.41,-0.411261131,-0.952902621,-2.349321517
2/1/2004,0.45,-0.4,-1.44,0.45,0.44960985,-0.396698401,-1.436300668
3/1/2004,0.63,0.37,-0.49,0.63,0.629394864,0.371428989,-0.494858446
4/1/2004,1,0.99,0.56,1,1.002560796,0.990677069,0.558644454
5/1/2004,-0.78,0.15,-0.01,-0.78,-0.784144572,0.151301953,-0.009154351
6/1/2004,0.28,0.07,0.13,0.28,0.275668898,0.074941739,0.130015052
7/1/2004,1,0.27,0.63,1,0.995498435,0.265867972,0.627248455
8/1/2004,-0.82,0.46,0.37,-0.82,-0.821664033,0.46257044,0.3733661
9/1/2004,1.16,1.02,0.72,1.16,1.163493801,1.024077238,0.724854505
10/1/2004,0.75,0.73,0.55,0.75,0.750310182,0.726024271,0.553755339
11/1/2004,0.57,1.27,1.03,0.57,0.572456259,1.266668966,1.02609726
12/1/2004,-1.39,0.46,1.04,-1.39,-1.390810765,0.458866676,1.038162107
1/1/2005,0.61,0.12,0.68,0.61,0.612166247,0.117542598,0.68469475
2/1/2005,-0.12,-0.34,1.13,-0.12,-0.12367342,-0.340190974,1.13268106
3/1/2005,0.18,0.12,0.29,0.18,0.182045669,0.115190613,0.288457242
4/1/2005,0.87,0.58,0.47,0.87,0.869550422,0.582904121,0.470273784
5/1/2005,-1.02,-0.23,-0.36,-1.02,-1.019200449,-0.227106752,-0.356533729
6/1/2005,2.07,1.22,1.09,2.07,2.070277092,1.220554177,1.085404745
7/1/2005,-0.86,0.35,0.49,-0.86,-0.859554216,0.345748933,0.488872032
8/1/2005,1.17,1.33,0.87,1.17,1.165714184,1.332353913,0.87391127
9/1/2005,-1.85,-0.75,0.46,-1.85,-1.854281203,-0.754594784,0.455585834
10/1/2005,0.49,0.08,0.27,0.49,0.485835796,0.076909324,0.265092823
11/1/2005,-0.05,-0.91,0.72,-0.05,-0.05314071,-0.910223736,0.721687416
12/1/2005,0.51,0.31,-0.6,0.51,0.513513054,0.311547246,-0.604893388
1/1/2006,0.69,0.29,0.1,0.69,0.68733172,0.290343232,0.103996722
2/1/2006,0.19,0.49,-0.76,0.19,0.189461749,0.488559572,-0.756509162
3/1/2006,0.58,0.54,0.47,0.58,0.576278563,0.537047576,0.467046676
4/1/2006,0.12,0.23,0.23,0.12,0.118145341,0.226884875,0.231730641
5/1/2006,-1.85,-0.96,-0.76,-1.85,-1.851413235,-0.962430366,-0.759606473
6/1/2006,0.31,-0.85,-0.6,0.31,0.306143328,-0.854537044,-0.597680648
7/1/2006,-0.87,-1.3,-1.04,-0.87,-0.868374067,-1.298040578,-1.041582098
8/1/2006,0.93,-0.05,-0.75,0.93,0.925916261,-0.05311993,-0.747767082
9/1/2006,0.95,0.33,-0.44,0.95,0.953315794,0.332711155,-0.439139355
10/1/2006,-0.15,0.98,-0.49,-0.15,-0.15472529,0.980546039,-0.491486595
11/1/2006,-1.31,0.38,0.08,-1.31,-1.313178534,0.376708066,0.075951329
12/1/2006,1.87,0.21,0.3,1.87,1.867142307,0.208751148,0.304209669
1/1/2007,0.64,0.77,1.17,0.64,0.63752268,0.769238313,1.172978252
2/1/2007,0.43,1.37,0.87,0.43,0.425366749,1.36888994,0.873795909
3/1/2007,1.64,1.49,1.17,1.64,1.644843937,1.492423122,1.16975521
4/1/2007,1.53,1.91,1.85,1.53,1.525079435,1.914649148,1.852871553
5/1/2007,0.7,1.73,1.91,0.7,0.701514244,1.732972015,1.913832658
6/1/2007,0.74,1.48,1.8,0.74,0.742435596,1.475243488,1.79716297
7/1/2007,0.34,0.79,1.55,0.34,0.341310005,0.785203997,1.551716129
8/1/2007,1.91,1.36,2.18,1.91,1.90625692,1.355803972,2.176133397
9/1/2007,-0.31,0.9,1.66,-0.31,-0.312251238,0.897888793,1.661789456
10/1/2007,0.79,1.21,1.28,0.79,0.785734722,1.209090164,1.277784386
11/1/2007,-1.14,-0.22,0.99,-1.14,-1.140822947,-0.21701054,0.991859129
12/1/2007,1.34,0.65,1,1.34,1.341001456,0.651525872,1.00076809
1/1/2008,-1.21,-0.26,1.07,-1.21,-1.207961976,-0.256014625,1.072082062
2/1/2008,-1.31,-0.08,-0.39,-1.31,-1.313178534,-0.080180811,-0.389138098
3/1/2008,-0.98,-2.02,-0.45,-0.98,-0.981271504,-2.022135026,-0.454350766
4/1/2008,1.11,0.35,0.14,1.11,1.106840659,0.346274634,0.139856421
5/1/2008,0.93,0.95,0.82,0.93,0.930152495,0.948332858,0.81999895
6/1/2008,-0.36,0.84,0.33,-0.36,-0.356404232,0.842361107,0.333195698
7/1/2008,-0.2,0.13,0.19,-0.2,-0.200084151,0.127546057,0.190413969
8/1/2008,-0.57,-0.78,0.08,-0.57,-0.567690046,-0.783513609,0.077679861
9/1/2008,0.87,-0.05,0.54,0.87,0.868579261,-0.046377308,0.544724243
10/1/2008,1.02,0.68,0.41,1.02,1.020163963,0.680584756,0.409682034
11/1/2008,0.31,1.08,-0.01,0.31,0.309286659,1.079329362,-0.005026841
12/1/2008,-0.56,0.67,0.18,-0.56,-0.564161613,0.673807621,0.178023393
1/1/2009,1.33,0.49,0.77,1.33,1.325806907,0.487781716,0.770811871
2/1/2009,1.5,1.22,1.47,1.5,1.499564999,1.219506535,1.471803363
3/1/2009,0.16,1.02,1.1,0.16,0.155097705,1.022225769,1.095454754
4/1/2009,1.53,1.51,1.4,1.53,1.530022482,1.508049762,1.403989184
5/1/2009,0.17,0.9,1.11,0.17,0.166511318,0.896512121,1.113807409
6/1/2009,1.92,1.92,2.01,1.92,1.917443663,1.922630644,2.012780003
7/1/2009,0.77,1.44,1.86,0.77,0.766586691,1.435050802,1.859751737
8/1/2009,1.21,2,2.11,1.21,1.211737876,2.004292328,2.111402514
9/1/2009,0.6,1.23,2.23,0.6,0.603819756,1.228432099,2.232172371
10/1/2009,0.62,1.17,1.82,0.62,0.6219138,1.168387438,1.821717698
11/1/2009,-0.83,0.44,1.85,-0.83,-0.828651688,0.439842962,1.848643305
12/1/2009,0.66,0.28,1.16,0.66,0.658268581,0.277712791,1.161022707
